text,emotion
I feel stupid .,sadness
"So do not do it , it is fine . You do not have to do it just because Susan does it .",neutral
"Hello , baby . Hello , hello .",joy
"Oh , hi Max ! Hey , do you know everybody ?",neutral
No . Have you seen David ?,neutral
"No , no , he has not been around .",neutral
"Well , if you see him , tell him to pack his bags . We are going to Minsk .",neutral
Minsk ?,surprise
Minsk . It is in Russia .,neutral
I know where Minsk is .,neutral
"We got the grant . Three years , all expenses paid .",joy
"So when , when do you leave ?",neutral
January first,neutral
"All right , I will give you this , Mr . Peanut is a better dresser .",neutral
"I mean he is got the monocle , he is got the top hat ...",neutral
You know he is gay ?,neutral
I just wanna clarify this : are you outing Mr . Peanut ?,neutral
Chandler ?,neutral
"Danielle ! Hi ! Uh ... everybody , this is Danielle , Danielle , everybody .",joy
Hi .,neutral
What are you doing here ?,surprise
"Oh , please . This is so your fault .",anger
"How , how is this my fault ?",surprise
"Look , Carol never threw me out of a room before you came along .",anger
"Yeah ? Well , there is a lot of things Carol never did before I came along .",anger
You trying to be clever ? A funny lady ?,anger
You know what your problem is ? You are so threatened by me .,disgust
"Oh , I am threatened by you ?",surprise
"Hey , hey , ok , all right , that is it ! Get in here . Come on .",anger
"My god , you guys , I do not believe you .",surprise
There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing .,anger
"So just stop all the yelling , just stop it !",anger
"Yeah , Susan .",neutral
"Do not make me do this again , I do not like my voice like this .",anger
"Ok , who wants to hear something ironic ?",neutral
"Come on , come on .",sadness
"Damnit , damnit , damnit , damnit . This is all your fault .",anger
"This is supposed to be , like , the greatest day of my life , you know ? My son is being born , and I should be in there , you know , instead of stuck in a closet with you .",anger
The woman I love is having a baby today . I have been waiting for this just as much as you have .,anger
"No no no , believe me . No one has been waiting for this as much as I have , ok ?",anger
"And you know what the funny thing is ? When this day is over , you get to go home with the baby , ok ? Where does that leave me ?",anger
"You get to be the baby father . Everyone knows who you are . Who am I ? There is Mother Day , there is Father Day , there is no ... Lesbian Lover Day .",anger
Every day is Lesbian Lover Day .,neutral
This is so great .,joy
You wanna explain that ?,neutral
"I mean , well , cause when I was growing up , you know my dad left , and my mother died , and my stepfather went to jail , so I barely had enough pieces of parents to make one whole one .",sadness
"And here is this little baby who has like three whole parents who care about it so much that they are fighting over who gets to love it the most . And it is not even born yet . It is just , it is just the luckiest baby in the whole world .",sadness
"I am sorry , you were fighting .",sadness
"Ok , Paulo , why do not you just go get dressed , and then you be on your way , ok , bye ... bye .",joy
"Rachel , how did this happen ?",surprise
"I do not know , I just kinda ran into him last night .",fear
Where ?,neutral
At his apartment . Is this juice ?,neutral
"Whoa , whoa . And the fact that you dumped him because he hit on Phoebe ?",anger
"Oh God , I know I am a pathetic loser .",sadness
"All right , that is it , I quit .",anger
What ? I did not say anything .,surprise
"Yeah , but this is not the face of a person who trusts a person .",anger
"Ok , this is the face of a person who , you know , does not trust a person .",anger
"I am sorry . I am sorry , Phoebe . It is just a little shorter than what we had discussed .",sadness
Would you relax ? I know what I am doing . This is how he wears it .,anger
How is she ?,sadness
"It is too soon to tell . She is resting , which is a good sign .",neutral
How the hair ?,sadness
"I am not gonna lie to you , Ross , it does not look good .",sadness
"I put a clip on one side , which seems to have stopped the curling .",neutral
Can we see her ?,neutral
"Your hair looks too good , I think it would upset her . Ross , why do not you come on in .",sadness
How are you doing ?,sadness
Ok .,neutral
What did you just do ?,disgust
"I licked my arm , what ?",surprise
It is breast milk .,surprise
So ?,surprise
"Phoebe , that is juice , squeezed from a person .",neutral
What is the big deal ?,anger
What did you just do ?,disgust
"Ok , would people stop drinking the breast milk ?",disgust
You will not even taste it ?,surprise
No !,disgust
Not even if you just pretend that it is milk ?,neutral
Not even if Carol breast had a picture of a missing child on it .,disgust
Julie .,neutral
What ? !,surprise
Jody !,fear
You were with Julie ?,surprise
"Look , when it started I was just trying to be nice to her because she was my brother girlfriend .",sadness
"And then , one thing led to another and , before I knew it , we were ... shopping .",sadness
Oh my God .,surprise
"Honey , wait . We only did it once . It did not mean anything to me .",sadness
"Yeah , right . Sure !",anger
"Really , Rachel , I was thinking of you the whole time .",sadness
"Look , I am sorry , all right . I never meant for you to find out !",sadness
"Oh , please , you wanted to get caught .",anger
That is not true !,anger
"Oh , so you just sort of happened to leave it in here ?",anger
Did it ever occur to you that I might just be that stupid ?,anger
"Ok , Monica . I just have to know one thing . Did you go with her to Bloomingdales ?",sadness
Of course the packaging does appeal to grown ... ups and kids alike .,neutral
"Ross , you are being silly . I have tried it , it is no big deal . Just taste it .",joy
That would be no .,disgust
Come on . It does not taste bad .,neutral
"Yeah , it is kinda sweet , sorta like , uh ...",neutral
Cantaloupe juice .,joy
Exactly .,neutral
You have tasted it ? You have tasted it .,surprise
Uh huh .,neutral
"Oh , you have tasted it .",anger
"You can keep saying it , but it will not stop being true .",neutral
Gimme the bottle . Gimme the towel .,anger
Ben !,fear
"Oh , that is good . Maybe he will hear you and pull the cord .",anger
Stop the bus ! Wait ! Wait ! Wait !,fear
You had no right to tell me you ever had feelings for me .,anger
What ?,surprise
I was doing great with Julie before I found out about you .,anger
"Hey , I was doing great before I found out about you . You think it is easy for me to see you with Julie ?",anger
"The point is I ... I do not need this right now , Okay . It , it is too late , I am with somebody else , I am happy . This ship has sailed .",anger
"Yeah , what are you saying , you just sort of put away feelings or whatever the hell it was you felt for me ?",anger
"Hey , I have been doing it since the ninth grade , I have gotten pretty damn good at it .",anger
"Alright , fine , you go ahead and you do that , alright Ross .",anger
Fine .,anger
Cause I do not need your stupid ship .,anger
Good .,anger
Good .,anger
Nooo Way ! The most romantic song ever is The Way We Were .,neutral
"See , I ... I think that one that Elton John wrote for , um , that guy on Who The Boss .",neutral
"What song was that , Pheebs ?",neutral
Hi Monica !,joy
Hey Mon !,joy
Hey Mon !,joy
"Oh my God , has she slept at all ?",surprise
Nope .,neutral
"No , it is been three nights in a row .",neutral
"Yeah , she finally stopped crying yesterday , but then she found one of Richard cigar butts out on the terrace , so .",neutral
"Oh , okay that explains it .",neutral
"I got a call at two in the morning , but all I could hear was , like , this high squeaky sound , so I thought okay its like a mouse or a opossum .",neutral
But then I realized where would a mouse or a opossum get the money to make the phone call .,neutral
Hi . Where is everybody ?,sadness
"Oh , it is already closed , Chris gave me the keys to lock up ... what is wrong ?",sadness
"My marriage , I think my marriage is um , is kinda over .",sadness
Oh no ! Why ?,surprise
"Cause Carol a lesbian . And , and I am not one . And apparently it is not a mix and match situation .",sadness
"Oh my God ! I do not believe it ! Oh , you poor bunny .",surprise
I am an idiot .,sadness
"I mean shoulda seen it , I mean Carol and I would be out and she would , she would see some beautiful woman , and , and she would be Ross you know look at her , and I would think , God , my wife is cool !",sadness
"Aw ! Hey , do you think that Susan person is her lover ?",surprise
"Well , now I do ! !",surprise
I am sorry .,sadness
Seven years .,sadness
"I mean we have been together seven years , she is the only woman who ever loved me , and the only woman I have ... I have ever ...",sadness
"Aw , God Ross . Oh .",sadness
I promise .,neutral
"Although , do not feel like you can not visit .",neutral
"Hey , is , is , is Chandler here ?",neutral
"No , no he is not .",neutral
"You guys , Joey just saw Janice kissing her ex ... husband .",surprise
"What ? So what are you going to do ? I mean how , how are you going to tell Chandler ?",surprise
"Well , I was thinking about that and I , I think the best way would be , to not .",neutral
"Joey , you can not keep this to yourself , if you know about this , you have to tell him .",sadness
"It will kill him . I mean it will , it will just kill him .",fear
"Well , you could wait til I go to the dentist , maybe",neutral
Where are we gonna find a tiny little hat ?,neutral
"Oh , oh , oh , I will get Rainy Day Bear ! !",joy
"Because he will know what to do ? Oh my God , you are a genius !",joy
"Oh God , oh God , it is sowed on though .",fear
Give it . Give it .,neutral
Okay .,neutral
Oh ! !,surprise
"Oh , it is just like a bloodbath in here today .",sadness
I will do it .,neutral
"No , you will not !",surprise
"Look he knows he did a terrible thing and I believe him , he is sorry .",sadness
"But , you have got one more apology to make , all right , you have got to apologize to Mary ... Angela .",neutral
"Okay , absolutely !",joy
All right .,neutral
You have got it .,neutral
"Cookie , now you can punch him !",anger
What ? !,surprise
"Oh , hi . It is Mark .",neutral
"All right , I just got changed in thirty seconds so you can be alone with him . You would better go for it .",neutral
"Please , I am not going for anything .",disgust
"Well , if you do not , I will .",anger
Would you please go ?,joy
"Here we go . Okay , brace yourselves .",neutral
What ?,neutral
Okay .,neutral
Ow !,surprise
Are not you gonna go ?,neutral
No . Thank you .,neutral
"No , Rachel never pees in public restrooms .",neutral
"Well , they never have any paper in there you know . So my rule is no tissue , no tuschy . Well , if everybody going .",neutral
"No , you know what do not close it cause the ... keys ... are in there .",neutral
"Oh , no ... no ... no ... no ... no ... no ! !",fear
What going on ?,neutral
My lighter in there !,anger
"Hey , what are you doing here ?",neutral
"Well , oh just ah , I was just wondering , when you and I split up , did you get the tape that was half the last episode of",neutral
"Ah yeah , but now it is Susan and me in Mexico and the hostages coming home .",neutral
Where is Ben ?,neutral
He is sleeping .,neutral
"Ahh . Ooh , is this a ah , is this a bad time ?",surprise
"Umm , yeah , actually , Susan gonna be home any minute , it is kinda an anniversary .",joy
"Oh ! I thought you guys got married in uh , January ?",surprise
It is not that kind of anniversary .,neutral
Ah ! Oh .,surprise
Sooo ! ! Anyway ...,neutral
"Look at it ! Ohhh ! Wallpaper a little faded , that is okay . Carpet a little loose . Hardwood floors ! !",joy
Hey !,joy
Hello .,neutral
Oh ! Ooh ! Oh Monica ! It is so beautiful .,joy
I know ! ! !,joy
"So , I am here , ready to play .",joy
Okay .,neutral
"I brought a bunch of stuff for the house , so check it out . Ha ... ha .",joy
What this ?,surprise
"That is a dog , every house should have a dog .",joy
Not one that can pee on the roof .,neutral
"Well , maybe it is so big because the house was built on radioactive waste .",neutral
And is this in case the house sneezes ?,surprise
"No , no , that is the ghost for the attic .",neutral
I do not want a ghost .,fear
"Well , nobody wants a ghost . But you have got one , because the house is sitting on an ancient Indian burial ground .",neutral
"Wait a minute , the house was built on radioactive waste , and an ancient Indian burial ground ? That would never happen .",surprise
"Okay , obviously you do not know much about the U . S . government .",neutral
Hey !,surprise
Hello .,neutral
I need to talk to you !,joy
"Sure , what up ?",neutral
Hey !,joy
Hey !,joy
"Hey , guess what I am doing tonight .",joy
What ?,surprise
I am checking out the restaurant with Pete .,joy
"Ohh , Monica , I am so excited for you .",joy
Easy . Easy . You have to go to the hospital . Okay ?,fear
"Okay , I do .",neutral
Okay .,neutral
I really do .,neutral
"Okay , I am gonna get your coat and then I will ... I will put you in a cab .",neutral
"Okay . Oh wait , wait ... wait , you are not gonna come with me ?",sadness
Of course I am . I just have to make a call .,neutral
Okay .,neutral
Okay ?,neutral
Thank you . Oww ! ! ! ! God !,surprise
"What ? ! I wh ... , what wrong ?",fear
"I am sorry , I just can not go to the hospital lookin like this .",disgust
"Joey , onstage !",anger
Well can you at least stay to the end of the play ?,sadness
"I mean , I will go to the airport with you , I ... I wanna say good bye .",sadness
Where are you Vic ?,neutral
Flight in an hour . I ... I gotta go .,sadness
Vic ! Vic !,anger
In a minute ! !,anger
So this is it ? Victor ?,sadness
"Yeah , I guess it is .",sadness
"Listen , I ah , I gotta say good bye , and ... and I gotta say it quick cause this is killing me .",sadness
"One thing you gotta know , is that I will never forget you .",sadness
"But , you have got things you have to do now , and so do I .",sadness
"And so ... I am gonna get on this spaceship , and I am gonna go to Blargon 7 in search of alternative fuels .",neutral
"But when I return , 200 years from now , you will be long gone .",sadness
But I will not have aged at all .,sadness
"So you tell your great ... great ... granddaughter to look me up , because Adrienne , baby , I am gonna want to meet her .",sadness
"So long , Vic !",sadness
"Pete Becker is circling the ring now . It looks like , he is just trying to feel him out . Oh , Bruiser is charging !",neutral
"Run ! Run you crazy , rich freak !",fear
"Oh , I can not watch this .",fear
"Check it out , he is winning ! Pete winning !",surprise
Really ? !,surprise
No ... o ... o ! !,joy
"Uh ... oh , Bruiser has Becker on the canvas and is going for his favourite area .",fear
Oh ! Oh !,disgust
"Wait , if that is his favourite area , why is he being so mean to it ?",sadness
"Well , this is ironic .",sadness
"Of your last two boyfriends , Richard did not want to have kids , and from the looks of it , now Pete can not .",neutral
"So , you still do not think I am boyfriend material ?",surprise
Huh ?,neutral
I saw you checking me out during the game last night .,neutral
"I , umm , shut up !",anger
""" Good ... bye Phoebe and Ursula . I will miss you . P . S . Your Mom lives in Montauk . "" You just wrote this !",surprise
"Well , it is pretty much the gist . Well , except for the poem . You read the poem , right ?",neutral
Noooo ! !,surprise
"All right , hang on !",neutral
"Dude , you do not have to brag ! We got nothing here ! !",anger
"Oh my God , he is lost it . He is totally lost it .",sadness
What ?,surprise
And that is I am so glad ... there is no problem .,joy
"That is fine , actually I am on the hiring committee , so there will be at least one friendly face .",neutral
Ohh ! That is great !,joy
"You know , Junior Miss is where I started . Oh , I had to sleep with the ugliest guy to get that job .",disgust
Really ? !,surprise
No ... ho ... ho !,joy
Yeah .,disgust
"I mean , no ... no ... no ... no ... no , do not you worry , I am sure with your qualifications you will not need to sleep with some guy to get that job .",joy
"Although , I might need some convincing .",neutral
"Well , I , umm",fear
"Kidding ! God , I feel wild today !",joy
"So uh , man , are you gonna go see the play with me tonight ?",neutral
"You know what , I do not know how comfortable I am going to see how hot the sex is between some guy and your girlfriend .",disgust
"Yeah , I know but",neutral
"Oh no ... no ... no , I am there .",neutral
Hey !,joy
Hey Mon ! Want some pancakes ?,joy
You made pancakes ?,surprise
Yep ! Grab a plate .,joy
"No ... no , stay right there . Getting closer .",joy
"Okay , okay , but do not worry , because we also have cereals , muffins , waffles ,",neutral
"Listen also we are uh , we are watching the game here Saturday night , if people want to come over .",neutral
Oh yeah !,joy
"Ohh , here you are . I was looking for you before . Joshua gone so you and Emily are free to go .",neutral
That is okay .,sadness
"She is still in there enjoying her fake party and uh , it is too late to do any of the things I had planned , so",sadness
Okay . You ready to push again ?,neutral
I already had a baby . Leave me alone .,anger
"Okay , okay , come on , you can do it . You can do it !",joy
Yeah ! !,joy
Little Leslie is here !,joy
We got another one !,joy
"Oh my God , I can not believe I have two ... two children .",surprise
How scary is that ?,surprise
"Come on little Chandler , it is time to be born . Come on little Chandler ! Come on !",joy
"All right , he is coming . He is coming !",joy
"Hey , where is his thing ?",surprise
Chandler a girl !,surprise
"Oh God , kindergarten flashback .",surprise
They musta read the sonogram wrong .,surprise
"Cause they , cause they thought it was a boy , but Chandler a girl !",surprise
Chandler a girl !,surprise
"Okay , keep saying it !",joy
Am I too late ? !,sadness
"No ... no ah , everything okay . Everybody healthy there is 30 fingers and 30 toes .",joy
We have our babies ?,surprise
Yeah .,joy
"Oh , we have our babies .",joy
"Oh ... oh , I am a duck ! I go , "" Quack , quack ! "" I am happy all the time !",disgust
Nice try .,neutral
"Wait , wait , wait !",joy
"Look , Monica ...",neutral
Look !,surprise
This is not going to work .,anger
I bet this will work !,joy
You are so great ! I love you !,joy
What ?,surprise
"Nothing ! I said , I said "" You are so great "" and then I just , I just stopped talking !",fear
You said you loved me ! I can not believe this !,surprise
No I did not !,fear
"Yes , you did !",joy
No I did not !,fear
You love me !,joy
No I do not ! Stop it ! Stop it ! Stop it ! Stop it !,anger
I guess I set up the video camera to try and entice Joey .,neutral
But sadly I could not be enticed .,neutral
Unbelievable ! I mean you really kept Joey underwear ? ! Why ? Why would you do that ? !,disgust
I am Monica . I am disgusting . I stalk guys and keep their underpants .,sadness
"Well , I think we have all learned something about who disgusting and who not .",anger
Eh ?,neutral
"All right , now , I am going to get back to my bucket .",anger
"I am only eating the skin , so the chicken up for grabs .",neutral
"And shame on you ! You should know better , Joey needs to work . Now come on !",anger
Hey !,joy
No ! Ah ... ah ... ah ... ah ... ah ! You can have this back when the five pages are done ! Ahh !,anger
"Okay , it is a typical New York City apartment . Two girls are just hanging out .",neutral
"Hi , how are you doing Kelly ?",joy
"I am doing just fine ! God , Tiffany , you smell so great !",joy
It is my new perfume . Why do not you come closer where you can really appreciate it ?,neutral
"Oh , you know Joey , you are sick !",disgust
This is disgusting !,disgust
I am not reading this !,disgust
What ? ! Wait ... wait ... wait ! The handsome man was about to enter ! !,surprise
"Tiger ! Dragon ! Iceberg ! ! Joseph , did you even study at all last night ?",anger
"Yes ! Yes , I did .",anger
Then do Iceberg !,anger
G ... sharp .,neutral
G ... sharp ? Have you been studying the real names of the chords ?,surprise
What ? ! I did not touch a guitar !,surprise
"No , but you are questioning my method !",anger
"No , I am not questioning it , I am saying it is stupid ! What ? !",anger
Thank you .,neutral
You know none of my other student thought I was stupid .,anger
"Your other student , was you !",anger
"Yeah , well , you know maybe you just need to try a little harder !",anger
"Look , maybe I need to try a real teacher !",anger
Right here !,anger
Here !,anger
"Andy Cooper , he teaches guitar and look ooh , there is a nice picture of him with a little kid and the kid got a guitar ! ! ! ! ! !",anger
"Fine ! You go learn from your qualified instructor ! But do not come crying to me when everyone sick and tired of hearing you play Bad , Bad Leroy Brown ! !",anger
""" Baddest man in the whole damn town . """,neutral
"Oh , fine ! Take his side !",anger
"Oh , did you catch him ? !",surprise
Wh ... what did he say ? !,surprise
"He said , "" Nice to meet you Glenda . "" Well , obviously I could not give him my real name ?",neutral
Why ? ! Why not ? !,surprise
"Come on , you saw the way he ran out of here !",anger
What do you think ? He is gonna stick around and talk to the daughter he abandoned !,surprise
What did you say to him ?,neutral
"Well , I said , I told him you know , that I was the executor person of Francis will and that I needed to talk to him so I am gonna meet him at the coffee house later .",neutral
I know . You are the guy who would not chip in for the handyman .,neutral
Nevermind !,sadness
"No , I ... I actually thought it was unfair the way everyone reacted . I mean you had just moved in .",sadness
Jen .,neutral
"Jen , I know this may sound a little ... But uh , would you maybe wanna grab a cup of coffee sometime , or",neutral
Sure ! That would be nice .,joy
Umm ?,neutral
Oh ! My number is on there . Give me a call .,joy
I will give you a call .,joy
I will see you later .,joy
Okay !,joy
I forgot my paper .,neutral
I guess so .,neutral
Here you go . Thank you !,neutral
"Wait , Rach ! Where is the other one ?",neutral
"Oh what , you ... you want both of them ?",surprise
"Rachel Karen Green , where is the other earring ? !",anger
"Okay , okay , okay , look , just do not freak out , but I kinda lost it .",fear
"I know it is in the apartment , but I definitely lost it .",neutral
"Well , what am I going to tell Monica ? She wants to wear them tonight !",anger
Tell her to wear her own earrings .,anger
These are her earrings .,neutral
Nooo ! Nooooo ! You lent me Monica earrings ? ! I am not allowed to borrow her stuff !,fear
Why not ?,surprise
Because I lose her stuff !,anger
"Okay , you guys free tonight ?",neutral
Yeah ! !,joy
Tonight ? You ... you did not say it was going to be at nighttime .,fear
So where are we going next ?,neutral
This witness will not return my calls so we are gonna see if we can surprise him coming home .,neutral
"Sur ... surprise him ? We are not , we are not gonna make anybody mad are we ?",fear
"Come on man ! Listen so uh , are you gonna squeeze the perps shoes a little bit before he lawyers up ?",joy
It is a witness not a perp . And no one talks like that !,disgust
"Yeah , no one talks like that !",disgust
Oh what ? Like your Mr . Cop !,anger
"Hey , I am more cop than you two !",anger
How do you figure that ?,neutral
"Hello ! I am in the front seat , okay ? I am Gary partner !",joy
"Yes , if the foxhole was lined with sandwiches .",neutral
"Yeah , hero sandwiches .",neutral
Well you all know that I am a pacifist so I am not interested in war in any way .,neutral
"When the revolution comes , I will have to destroy you all .",neutral
Not you Joey .,neutral
"Rachel , it is going to happen . Chandler is gonna move in here .",sadness
But I,neutral
"No ... no , wait !",neutral
"Just let me finish , okay ?",neutral
"This is not something that we just , we just impulsively decided in ... in Vegas , this is something we both really want .",neutral
And it is going to happen .,neutral
It is ? Really ?,surprise
"Yeah , sweetie .",neutral
"I mean we are not , we are not gonna live together anymore ?",sadness
No .,sadness
What ? Oh my God ! I am gonna miss you so much !,sadness
I am gonna miss you !,sadness
I mean it is the end of an era !,sadness
I know !,joy
"Hey , what up ?",neutral
"Nothing , Monica and I had a stupid fight .",sadness
"But you are still moving in together , right ? Because my ad came out today .",neutral
""" Wanted . Female roommate , non ... smoker , non ... ugly . "" Nice !",joy
Yeah ?,neutral
"I just figured you know , after living with you it would be an interesting change of pace to have a female roommate , you know ?",neutral
"Someone I can learn from , someone ... someone who different than me .",neutral
And what more different than me . A guy who not 19 than say a girl who is 19 ?,neutral
Why is not that valet back with my Porsche ?,surprise
Maybe because you have got the keys ?,disgust
This is totally your fault !,anger
My fault ? ! You threatened the judge !,anger
"Well , you ripped the paper out of the court reporter machine ! !",anger
Hey . Call me when you get there . Okay ?,neutral
Okay .,neutral
"You guys ! It was bananas , cream , and beef ! I ... I just cannot believe that you ate that so that I would not feel bad !",surprise
"Well actually , I ... I did not eat mine . It is still in the bathroom .",joy
"No it is not , I ate that .",neutral
Well we left ours in Monica bedroom .,neutral
"Nope , got it and I got yours too .",joy
"Ohh , okay , they gave you the old time pricing .",neutral
Yeah .,neutral
"Well , what period is it from ?",neutral
"Uh , it is from yore . Like the days of yore . You know ?",neutral
"Yes , yes I do .",neutral
"God , oh it is just perfect !",joy
I bet it has a great story behind it too .,joy
Did they tell you anything ?,neutral
"Yes ! That I know , this is from White Plains .",joy
"White Plains . Oh , it sounds like such a magical place .",joy
Aww !,surprise
"Hey Pheebs , could you please not put your feet up on my new ... old sheet ?",disgust
Oh sure ! Noo !,surprise
Ohh ! !,surprise
My apothecary table ! ! !,surprise
What ? !,surprise
Noooooo ! !,fear
"Ross , where did you get this ? !",surprise
"Oh my God , Phoebe , Pottery Barn has ripped off the design of our antique !",anger
"Wow ! Oh my God , well if they have ripped off our table ours must be much more than one and fifty dollars !",surprise
Well this does not even smell like opium .,anger
"Of course not , it smells like wine , which you spilled ! And thanks for wrecking my sheet by the way .",anger
"So honey this uh , this threesome thing umm , I mean how ... how are you gonna start to find",neutral
"Ooh , actually I have been making a list of all the women I know who might be into doing this !",joy
"Oh . Wow ! Huh . Boy ! Well , someone been doing their homework .",surprise
"Yeah . Ooh , and I know Gail Rosten is in there twice , but she is so ...",neutral
"Oh , I know . You know , just ... just talking about it is getting me kinda",joy
"Oh , me too .",joy
"Oh , did I not mention ? Carl is a guy I hired to be my identical twin for a medical research project .",neutral
"You know sometimes the good ideas are just right in front of you , are not they ?",joy
"Okay , I know it sounds crazy , but I think it might work . You know ? The only problem is , Carl acting is ...",neutral
The only problem ?,surprise
"Yeah , he is the reason I did not get that big Minute Maid commercial a couple of years ago remember ?",disgust
"Hey , uh can I get a little piece of that cake ?",neutral
Pizza ! ! We like Pizza ! ! Get out ! ! !,anger
Oh my good God .,surprise
"Hey ! Continuing the countdown of your favorite meals . Tonight , No . 3 , macaroni and cheese with cut up hot dogs .",joy
"Look , you have done enough ! Okay ? You have to stop this now .",joy
"I will ! But not tonight . For dinner music , I thought we could listen to that tape you made me .",joy
"Oh , the mixed tape .",neutral
""" The Way You Look Tonight "" is on here . Dance with me .",joy
You are just the sweetest .,joy
"We have got 3 minutes till the reactor blows , we are never gonna make it !",fear
You have got to get out of here ! Save yourself !,fear
No ! I will not leave you !,fear
"Do not worry about me , I am a robot ! I am just a machine ! !",anger
No you are not ! Not to me !,anger
Oh my God .,surprise
What ?,neutral
I am extremely talented !,joy
"Yeah , you are great ! Okay , let take it from",joy
"No , I mean I was really acting my ass off .",joy
"Yeah , I thought I was pretty good too .",joy
"Oh yeah , you are solid . Yeah , you are just no me .",neutral
You know what ? I think that is enough for now . Yeah . I do not want to be over rehearsed .,neutral
Fine !,anger
I will do it without you !,anger
I do not need you or anybody else !,anger
I am gonna make it on my own !,anger
You will see ! ! You will all see ! !,anger
I do not know if I am good enough .,neutral
I am .,neutral
"Joey , what are you talking about ? You are a terrific actor .",surprise
You really think so ?,surprise
"Ugh , how can you even ask that question ? !",surprise
Pretty great ! Except I did get a little attitude from the robot .,joy
"Damn those robots , they are supposed to be our faithful servants !",anger
"Anyway , it was not the robot , it was the guy who controls him .",neutral
"Yeah , he does not like me .",anger
He had C . H . E . E . S . E .,neutral
knock over the sandwich right when I was reaching for one !,anger
Ohh !,surprise
"Well , why do not you just get him fired ?",neutral
"I may have to , I hate to do it , but I am the star !",anger
You know ?,neutral
There is a limit to how many sandwiches I can eat off the floor .,neutral
Excuse me .,neutral
Joey Tribbiani .,neutral
"Joe ! I am glad I found you , I got an audition for you !",joy
Wow !,surprise
The thing is it is kinda on the Q . T .,neutral
The actor who has the part does not know he might be fired .,neutral
"It is the lead in a series , Mac and C . H . E . E . S . E .",neutral
I am the lead in Mac and C . H . E . E . S . E . ! !,anger
Phoebe !,neutral
Yeah ?,neutral
Have you seen Chandler ? !,fear
No ! Why ?,neutral
The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard !,fear
I know !,fear
How bad is this ?,fear
"Well for the regular guy , it is bad , but Chandler , Oh dear God !",fear
I know ! I know ! And he totally freaked out and I can not find him anywhere !,fear
What are you gonna do ?,surprise
"Well , I am never gonna listen to you again , that is for sure !",anger
""" You know , harm can it do if you go and put your name down ? """,disgust
Rachel said that !,anger
Well Rachel not here !,anger
"Hey Monica , there is a customer who wants to complement the chef , should I let him in ?",neutral
"Sure , I love this part !",joy
Come on in .,neutral
Yes ? Yes ? ! How can I help you ?,surprise
"Yeah , we were ... we were just looking around .",neutral
"Oh ... oh , you are ... you are fellow scholars .",surprise
"What exactly were you looking for , hmm ?",neutral
"Perhaps , perhaps Dr . Chester Stock musings on the Smiledon Californicus ?",neutral
Uhh ...,neutral
"Ah ... Ah ... Get out of here ! Uh , meeting someone ? Or ... or are you just here to brush up on Marion views on evolution ?",anger
"Uh , actually I find Marion views far too progressionist .",neutral
I find Marion views far too progressionist .,neutral
"I am sorry , who are you ?",surprise
"I am a professor here uh , Ross ... Geller .",neutral
"Ross Geller , why do I know that name ? It is uh ... Wait ! Did you write this ?",surprise
Yes ! You are the person who checked out my book ? !,surprise
"You know , you look nothing like I would have thought . You are ... you are so young .",surprise
"Well I uh , I skipped forth grade .",neutral
"Oh , hi ! How are you doing ?",joy
I am okay . I gotta go down to the police station and look at mug shots .,sadness
"Thanks for having me over , you guys .",neutral
Tag ?,neutral
Y ... You are going ?,surprise
"Uh we did not , uh we did not get the chance to talk .",neutral
"Uh , so , where did you say you are from again ?",neutral
Colorado .,neutral
"Ah , what good are you .",neutral
"Look , um , I think we should talk about what happened on the terrace .",neutral
Okay .,neutral
"Ah , I ... I never should have said what I said .",sadness
It ... you know what ?,neutral
It just does not matter how I feel .,sadness
"I mean we work together , so nothing could really ever happen between us , and what I would love is just to go to work on Monday , and ... and never talk about this again , okay ? Big day Monday lots to do . So , we are okay ?",sadness
"Um , I am not .",sadness
"Oh , god , I knew it , that I freaked you out .",sadness
"No , you did not . The only thing that freaked me out was you saying that nothing could ever happen between us .",sadness
Really ?,surprise
"Yeah , so , please do not fire me for doing this .",sadness
I am so psyched I kept this chair for myself !,joy
"Yeah , me too .",neutral
"Yeah ? Wow ! You know , that this thing has speakers in the headrest !",surprise
No . Really ?,surprise
Yeah ! You can hook it up to your TV and you get radio !,joy
My chair heals itself .,neutral
Hey ! What did you decide to do about the movie ?,neutral
I do not know !,sadness
It is not like it is porn !,neutral
"This is a serious , legitimate movie .",neutral
And the nudity is really important to the story .,neutral
That is what you say about porn .,neutral
You are right . Maybe I should not even go on the call back .,sadness
"No ! No you should ! A lot of major actors do nude scenes ! I mean , the chance to star in a movie ? Come on !",surprise
Well that is true .,neutral
And I am only naked in one scene .,neutral
Plus it sounds really great .,neutral
My character catholic and he falls in love with this Jewish girl .,neutral
Who run away together and they get caught in this big rainstorm .,neutral
So we go into this barn and undress each other and hold each other .,neutral
It is really sweet and ... and tender .,joy
Oh my God ! Chandler just left though !,surprise
"Yeah but , maybe it is not what we think . Maybe it is tell Monica I am sorry I ... drank the last of the milk .",neutral
"Or maybe he ... he was writing to tell her that ... that he is changed his name , you know ? Tell Monica I am sorry .",neutral
I think it means he freaked out and left !,anger
Do not be so negative ! Good God ! Is not it possible that Sorry is sitting in there right now ? !,anger
